issue_name,issue_url,article_url,author,title,year,journal,vol,doi,data_url,stata,julia,python,R,C,C++,matlab,fortran,sas
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.159,"Buera, Francisco J., Joseph P. Kaboski, and Yongseok Shin.","""Macro-perspective on Asset Grants Programs: Occupational and Wealth Mobility.""",2014,American Economic Review,"104 (5):
  159-64.",10.1257/aer.104.5.159,https://www.aeaweb.org/aer/data/10405/P2014_1117_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.165,"Gollin, Douglas, David Lagakos, and Michael E. Waugh.","""Agricultural Productivity Differences across Countries.""",2014,American Economic Review,"104 (5):
  165-70.",10.1257/aer.104.5.165,https://www.aeaweb.org/aer/data/10405/P2014_1118_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.171,"Kaboski, Joseph P., Molly Lipscomb, and Virgiliu Midrigan.","""The Aggregate Impact of Household Saving and Borrowing Constraints: Designing a Field Experiment in Uganda.""",2014,American Economic Review,"104 (5):
  171-76.",10.1257/aer.104.5.171,https://www.aeaweb.org/aer/data/10405/P2014_1119_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.177,"McGrattan, Ellen R., and Edward C. Prescott.","""A Reassessment of Real Business Cycle Theory.""",2014,American Economic Review,"104 (5):
  177-82.",10.1257/aer.104.5.177,https://www.aeaweb.org/aer/data/10405/P2014_1131_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.183,"Gourio, François, and Leena Rudanko.","""Can Intangible Capital Explain Cyclical Movements in the Labor Wedge?""",2014,American Economic Review,"104 (5):
  183-88.",10.1257/aer.104.5.183,https://www.aeaweb.org/aer/data/10405/P2014_1132_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.189,"Eisfeldt, Andrea L., and Dimitris Papanikolaou.","""The Value and Ownership of Intangible Capital.""",2014,American Economic Review,"104 (5):
  189-94.",10.1257/aer.104.5.189,https://www.aeaweb.org/aer/data/10405/P2014_1133_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.200,"Ho, Kate, and Ariel Pakes.","""Physician Payment Reform and Hospital Referrals.""",2014,American Economic Review,"104 (5):
  200-205.",10.1257/aer.104.5.200,https://www.aeaweb.org/aer/data/10405/P2014_1188_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.206,"Choi, Eleanor Jawon, Hyungsik Roger Moon, and Geert Ridder.","""Estimation of an Education Production Function under Random Assignment with Selection.""",2014,American Economic Review,"104 (5):
  206-11.",10.1257/aer.104.5.206,https://www.aeaweb.org/aer/data/10405/P2014_1189_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.212,"Vossmeyer, Angela.","""Treatment Effects and Informative Missingness with an Application to Bank Recapitalization Programs.""",2014,American Economic Review,"104 (5):
  212-17.",10.1257/aer.104.5.212,https://www.aeaweb.org/aer/data/10405/P2014_1190_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.218,"Sheiner, Louise.","""The Determinants of the Macroeconomic Implications of Aging.""",2014,American Economic Review,"104 (5):
  218-23.",10.1257/aer.104.5.218,https://www.aeaweb.org/aer/data/10405/P2014_1168_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.230,"Goldman, Dana P., and Peter R. Orszag.","""The Growing Gap in Life Expectancy: Using the Future Elderly Model to Estimate Implications for Social Security and Medicare.""",2014,American Economic Review,"104 (5):
  230-33.",10.1257/aer.104.5.230,https://www.aeaweb.org/aer/data/10405/P2014_1170_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.240,"McKernan, Signe-Mary, Caroline Ratcliffe, Eugene Steuerle, and Sisi Zhang.","""Disparities in Wealth Accumulation and Loss from the Great Recession and Beyond.""",2014,American Economic Review,"104 (5):
  240-44.",10.1257/aer.104.5.240,https://www.aeaweb.org/aer/data/10405/P2014_1172_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.245,"Mora, Marie T., and Alberto Dávila.","""Gender and Business Outcomes of Black and Hispanic New Entrepreneurs in the United States.""",2014,American Economic Review,"104 (5):
  245-49.",10.1257/aer.104.5.245,https://www.aeaweb.org/aer/data/10405/P2014_1173_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.250,"Pozo, Susan.","""Does the US Labor Market Reward International Experience?""",2014,American Economic Review,"104 (5):
  250-54.",10.1257/aer.104.5.250,https://www.aeaweb.org/aer/data/10405/P2014_1174_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.255,"Yin, Pai-Ling, Jason P. Davis, and Yulia Muzyrya.","""Entrepreneurial Innovation: Killer Apps in the iPhone Ecosystem.""",2014,American Economic Review,"104 (5):
  255-59.",10.1257/aer.104.5.255,https://www.aeaweb.org/aer/data/10405/P2014_1175_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.260,"Chari, Anusha, and Peter Blair Henry.","""Learning from the Doers: Developing Country Lessons for Advanced Economy Growth.""",2014,American Economic Review,"104 (5):
  260-65.",10.1257/aer.104.5.260,https://www.aeaweb.org/aer/data/10405/P2014_1101_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.272,"Hlatshwayo, Sandile, and Michael Spence.","""Demand and Defective Growth Patterns: The Role of the Tradable and Non-tradable Sectors in an Open Economy.""",2014,American Economic Review,"104 (5):
  272-77.",10.1257/aer.104.5.272,https://www.aeaweb.org/aer/data/10405/P2014_1103_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.278,"Rosenzweig, Mark R., and Christopher Udry.","""Rainfall Forecasts, Weather, and Wages over the Agricultural Production Cycle.""",2014,American Economic Review,"104 (5):
  278-83.",10.1257/aer.104.5.278,https://www.aeaweb.org/aer/data/10405/P2014_1148_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.284,"Cole, Shawn, Daniel Stein, and Jeremy Tobacman.","""Dynamics of Demand for Index Insurance: Evidence from a Long-Run Field Experiment.""",2014,American Economic Review,"104 (5):
  284-90.",10.1257/aer.104.5.284,https://www.aeaweb.org/aer/data/10405/P2014_1149_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.291,"Banerjee, Abhijit, Esther Duflo, and Richard Hornbeck.","""Bundling Health Insurance and Microfinance in India: There Cannot Be Adverse Selection If There Is No Demand.""",2014,American Economic Review,"104 (5):
  291-97.",10.1257/aer.104.5.291,https://www.aeaweb.org/aer/data/10405/P2014_1150_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.31,"Watson, Mark W.","""Inflation Persistence, the NAIRU, and the Great Recession.""",2014,American Economic Review,"104 (5):
  31-36.",10.1257/aer.104.5.31,https://www.aeaweb.org/aer/data/10405/P2014_1104_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.310,"Head, Keith, Thierry Mayer, and Mathias Thoenig.","""Welfare and Trade without Pareto.""",2014,American Economic Review,"104 (5):
  310-16.",10.1257/aer.104.5.310,https://www.aeaweb.org/aer/data/10405/P2014_1126_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.322,"Baicker, Katherine, Amy Finkelstein, Jae Song, and Sarah Taubman.","""The Impact of Medicaid on Labor Market Activity and Program Participation: Evidence from the Oregon Health Insurance Experiment.""",2014,American Economic Review,"104 (5):
  322-28.",10.1257/aer.104.5.322,https://www.aeaweb.org/aer/data/10405/P2014_1137_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.329,"Maestas, Nicole, Kathleen J. Mullen, and Alexander Strand.","""Disability Insurance and Health Insurance Reform: Evidence from Massachusetts.""",2014,American Economic Review,"104 (5):
  329-35.",10.1257/aer.104.5.329,https://www.aeaweb.org/aer/data/10405/P2014_1138_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.336,"Bailey, Michelle Stegman, and Robert R. WeathersII.","""The Accelerated Benefits Demonstration: Impacts on the Employment of Disability Insurance Beneficiaries.""",2014,American Economic Review,"104 (5):
  336-41.",10.1257/aer.104.5.336,https://www.aeaweb.org/aer/data/10405/P2014_1139_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.342,"Fernández, Raquel, and Joyce Wong.","""Unilateral Divorce, the Decreasing Gender Gap, and Married Women's Labor Force Participation.""",2014,American Economic Review,"104 (5):
  342-47.",10.1257/aer.104.5.342,https://www.aeaweb.org/aer/data/10405/P2014_1151_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.348,"Greenwood, Jeremy, Nezih Guner, Georgi Kocharkov, and Cezar Santos.","""Marry Your Like: Assortative Mating and Income Inequality.""",2014,American Economic Review,"104 (5):
  348-53.",10.1257/aer.104.5.348,https://www.aeaweb.org/aer/data/10405/P2014_1152_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.354,"Mazzocco, Maurizio, Claudia Ruiz, and Shintaro Yamaguchi.","""Labor Supply and Household Dynamics.""",2014,American Economic Review,"104 (5):
  354-59.",10.1257/aer.104.5.354,https://www.aeaweb.org/aer/data/10405/P2014_1153_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.360,"Adserà, Alícia, and Ana M. Ferrer.","""The Myth of Immigrant Women as Secondary Workers: Evidence from Canada.""",2014,American Economic Review,"104 (5):
  360-64.",10.1257/aer.104.5.360,https://www.aeaweb.org/aer/data/10405/P2014_1183_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.365,"Lafortune, Jeanne, and Soohyung Lee.","""All for One? Family Size and Children's Educational Distribution under Credit Constraints.""",2014,American Economic Review,"104 (5):
  365-69.",10.1257/aer.104.5.365,https://www.aeaweb.org/aer/data/10405/P2014_1184_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.37,"Barsky, Robert, Alejandro Justiniano, and Leonardo Melosi.","""The Natural Rate of Interest and Its Usefulness for Monetary Policy.""",2014,American Economic Review,"104 (5):
  37-43.",10.1257/aer.104.5.37,https://www.aeaweb.org/aer/data/10405/P2014_1105_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.370,"Bednar, Steven, and Dora Gicheva.","""Are Female Supervisors More Female-Friendly?""",2014,American Economic Review,"104 (5):
  370-75.",10.1257/aer.104.5.370,https://www.aeaweb.org/aer/data/10405/P2014_1185_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.376,"Arceo-Gomez, Eva O., and Raymundo M. Campos-Vazquez.","""Race and Marriage in the Labor Market: A Discrimination Correspondence Study in a Developing Country.""",2014,American Economic Review,"104 (5):
  376-80.",10.1257/aer.104.5.376,https://www.aeaweb.org/aer/data/10405/P2014_1186_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.381,"Beaudry, Paul, David A. Green, and Benjamin M. Sand.","""The Declining Fortunes of the Young since 2000.""",2014,American Economic Review,"104 (5):
  381-86.",10.1257/aer.104.5.381,https://www.aeaweb.org/aer/data/10405/P2014_1128_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.387,"Altonji, Joseph G., Lisa B. Kahn, and Jamin D. Speer.","""Trends in Earnings Differentials across College Majors and the Changing Task Composition of Jobs.""",2014,American Economic Review,"104 (5):
  387-93.",10.1257/aer.104.5.387,https://www.aeaweb.org/aer/data/10405/P2014_1129_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.394,"Acemoglu, Daron, David Autor, David Dorn, Gordon H. Hanson, and Brendan Price.","""Return of the Solow Paradox? IT, Productivity, and Employment in US Manufacturing.""",2014,American Economic Review,"104 (5):
  394-99.",10.1257/aer.104.5.394,https://www.aeaweb.org/aer/data/10405/P2014_1130_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.400,"Cortes, Kalena E., and Joshua S. Goodman.","""Ability-Tracking, Instructional Time, and Better Pedagogy: The Effect of Double-Dose Algebra on Student Achievement.""",2014,American Economic Review,"104 (5):
  400-405.",10.1257/aer.104.5.400,https://www.aeaweb.org/aer/data/10405/P2014_1176_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.406,"Deming, David J.","""Using School Choice Lotteries to Test Measures of School Effectiveness.""",2014,American Economic Review,"104 (5):
  406-11.",10.1257/aer.104.5.406,https://www.aeaweb.org/aer/data/10405/P2014_1178_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.412,"Diette, Timothy M., and Ruth Uwaifo Oyelere.","""Gender and Race Heterogeneity: The Impact of Students with Limited English on Native Students' Performance.""",2014,American Economic Review,"104 (5):
  412-17.",10.1257/aer.104.5.412,https://www.aeaweb.org/aer/data/10405/P2014_1179_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.44,"Fernald, John G., and Charles I. Jones.","""The Future of US Economic Growth.""",2014,American Economic Review,"104 (5):
  44-49.",10.1257/aer.104.5.44,https://www.aeaweb.org/aer/data/10405/P2014_1106_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.452,"Plott, Charles R., Hsing-Yang Lee, and Travis Maron.","""The Continuous Combinatorial Auction Architecture.""",2014,American Economic Review,"104 (5):
  452-56.",10.1257/aer.104.5.452,https://www.aeaweb.org/aer/data/10405/P2014_1122_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.481,"Gentzkow, Matthew.","""Trading Dollars for Dollars: The Price of Attention Online and Offline.""",2014,American Economic Review,"104 (5):
  481-88.",10.1257/aer.104.5.481,https://www.aeaweb.org/aer/data/10405/P2014_1115_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.489,"Einav, Liran, Jonathan Levin, Igor Popov, and Neel Sundaresan.","""Growth, Adoption, and Use of Mobile E-Commerce.""",2014,American Economic Review,"104 (5):
  489-94.",10.1257/aer.104.5.489,https://www.aeaweb.org/aer/data/10405/P2014_1116_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.495,"Woodford, Michael.","""Stochastic Choice: An Optimizing Neuroeconomic Model.""",2014,American Economic Review,"104 (5):
  495-500.",10.1257/aer.104.5.495,https://www.aeaweb.org/aer/data/10405/P2014_1134_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.50,"Reinhart, Carmen M., and Kenneth S. Rogoff.","""Recovery from Financial Crises: Evidence from 100 Episodes.""",2014,American Economic Review,"104 (5):
  50-55.",10.1257/aer.104.5.50,https://www.aeaweb.org/aer/data/10405/P2014_1107_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.501,"Krajbich, Ian, Bastiaan Oud, and Ernst Fehr.","""Benefits of Neuroeconomic Modeling: New Policy Interventions and Predictors of Preference.""",2014,American Economic Review,"104 (5):
  501-06.",10.1257/aer.104.5.501,https://www.aeaweb.org/aer/data/10405/P2014_1135_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.514,"Banerjee, Abhijit V., and Esther Duflo.","""(Dis)organization and Success in an Economics MOOC.""",2014,American Economic Review,"104 (5):
  514-18.",10.1257/aer.104.5.514,https://www.aeaweb.org/aer/data/10405/P2014_1144_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.528,"Hoxby, Caroline M.","""The Economics of Online Postsecondary Education: MOOCs, Nonselective Education, and Highly Selective Education.""",2014,American Economic Review,"104 (5):
  528-33.",10.1257/aer.104.5.528,https://www.aeaweb.org/aer/data/10405/P2014_1147_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.557,"Burtraw, Dallas, Josh Linn, Karen Palmer, and Anthony Paul.","""The Costs and Consequences of Clean Air Act Regulation of CO2 from Power Plants.""",2014,American Economic Review,"104 (5):
  557-62.",10.1257/aer.104.5.557,https://www.aeaweb.org/aer/data/10405/P2014_1162_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.56,"Baker, Scott R., Nicholas Bloom, Brandice Canes-Wrone, Steven J. Davis, and Jonathan Rodden.","""Why Has US Policy Uncertainty Risen since 1960?""",2014,American Economic Review,"104 (5):
  56-60.",10.1257/aer.104.5.56,https://www.aeaweb.org/aer/data/10405/P2014_1109_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.563,"Marron, Donald B., and Eric J. Toder.","""Tax Policy Issues in Designing a Carbon Tax.""",2014,American Economic Review,"104 (5):
  563-68.",10.1257/aer.104.5.563,https://www.aeaweb.org/aer/data/10405/P2014_1163_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.581,"Davis, Lucas W.","""The Economic Cost of Global Fuel Subsidies.""",2014,American Economic Review,"104 (5):
  581-85.",10.1257/aer.104.5.581,https://www.aeaweb.org/aer/data/10405/P2014_1155_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.586,"Chan, Hei Sing (Ron), Maureen L. Cropper, and Kabir Malik.","""Why Are Power Plants in India Less Efficient Than Power Plants in the United States?""",2014,American Economic Review,"104 (5):
  586-90.",10.1257/aer.104.5.586,https://www.aeaweb.org/aer/data/10405/P2014_1156_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.67,"Landvoigt, Tim, Monika Piazzesi, and Martin Schneider.","""Housing Assignment with Restrictions: Theory and Evidence from Stanford University's Campus.""",2014,American Economic Review,"104 (5):
  67-72.",10.1257/aer.104.5.67,https://www.aeaweb.org/aer/data/10405/P2014_1097_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 104            No. 5             May 2014,https://www.aeaweb.org/issues/338,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.88,"Conesa, Juan Carlos, and Timothy J. Kehoe.","""Is It Too Late to Bail Out the Troubled Countries in the Eurozone?""",2014,American Economic Review,"104 (5):
  88-93.",10.1257/aer.104.5.88,https://www.aeaweb.org/aer/data/10405/P2014_1165_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 6             June 2014,https://www.aeaweb.org/issues/339,https://www.aeaweb.org/articles?id=10.1257/aer.104.6.1518,"Choi, Syngjoo, Shachar Kariv, Wieland Müller, and Dan Silverman.","""Who Is (More) Rational?""",2014,American Economic Review,"104 (6):
  1518-50.",10.1257/aer.104.6.1518,https://www.aeaweb.org/aer/data/10406/20110458_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 104            No. 6             June 2014,https://www.aeaweb.org/issues/339,https://www.aeaweb.org/articles?id=10.1257/aer.104.6.1551,"Bagger, Jesper, François Fontaine, Fabien Postel-Vinay, and Jean-Marc Robin.","""Tenure, Experience, Human Capital, and Wages: A Tractable Equilibrium Search Model of Wage Dynamics.""",2014,American Economic Review,"104 (6):
  1551-96.",10.1257/aer.104.6.1551,https://www.aeaweb.org/aer/data/10406/20111086_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 104            No. 6             June 2014,https://www.aeaweb.org/issues/339,https://www.aeaweb.org/articles?id=10.1257/aer.104.6.1597,"Hummels, David, Rasmus Jørgensen, Jakob Munch, and Chong Xiang.","""The Wage Effects of Offshoring: Evidence from Danish Matched Worker-Firm Data.""",2014,American Economic Review,"104 (6):
  1597-1629.",10.1257/aer.104.6.1597,https://www.aeaweb.org/aer/data/10406/20111301_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 104            No. 6             June 2014,https://www.aeaweb.org/issues/339,https://www.aeaweb.org/articles?id=10.1257/aer.104.6.1630,"Nunn, Nathan, and Nancy Qian.","""US Food Aid and Civil Conflict.""",2014,American Economic Review,"104 (6):
  1630-66.",10.1257/aer.104.6.1630,https://www.aeaweb.org/aer/data/10406/20120109_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
